annar;478796;fn;aðar;aðra;;5;VILLA;;ASLVIXL;;;MIDEIND
annar;403833;rt;aðar;aðra;;5;VILLA;;ASLVIXL;;;MIDEIND
aðdáandi;114821;kk;aðdáandanna;aðdáendanna;EFFTgr;4;VILLA;;;ANDA4ENDA;;RIS19
aðdáandi;114821;kk;áðdáandi;aðdáandi;NFET;5;VILLA;;ASLAUKABRODD;;;MIDEIND
aðdáandi;114821;kk;aðdáendana;aðdáendanna;EFFTgr;4;VILLA;N4NN-END;;;;RIS19
aðdáandi;114821;kk;aðdáendurnar;aðdáendurna;ÞFFTgr;4;VILLA;;;AUKARÞFFT;;RIS19
aðdáun;139562;kvk;aðdáunnar;aðdáunar;EFET;4;VILLA;NN4N-END;;;2012-2012;RIS19
aðdragandi;114822;kk;aðdragandum;aðdragandanum;ÞGFETgr;5;VILLA;;ASLSTAFVANTAR;;;MIDEIND
aðeins;488604;ao;aðein;aðeins;OBEYGJANLEGT;4;VILLA;;ASLVITLSTAF;;;SKOLAVERK
aðeins;488604;ao;aðeisn;aðeins;TOMT;5;VILLA;;ASLVIXL;;;MIDEIND
aðfangadagskvöld;42362;hk;aðfangadagskvöldins;aðfangadagskvöldsins;EFETgr;4;VILLA;;;S-EFGR;;RIS19
aðfararhæfur;180614;lo;aðfarahæfi;aðfararhæfi;FVB-KK-NFET;4;VILLA;;;SAMS-V;2012-2012;FRETTAMIDLAR
aðferð;126156;kvk;aðferd;aðferð;;0;URE;;;;1790-1810;FIMM_BRAEDRA_SAGA
aðferð;126156;kvk;aðferd;aðferð;;0;URE;;;;1790-1810;MARRONS_SAGA
aðgætinn;174360;lo;aðgætne;aðgætni;FVB-KK-NFET;0;URE;;;;1745-1745;KLIM
aðgætni;130724;kvk;aðgætne;aðgætni;;0;URE;;;;1745-1745;KLIM
aðgæsla;150344;kvk;aðgæzlu;aðgæslu;;0;URE;;;;1828-1828;MILTON
aðgangur;94874;kk;adgáng;aðgang;ÞFET;0;URE;;;;1790-1810;MARRONS_SAGA
aðgangur;94874;kk;adgáng;aðgang;ÞFET;0;URE;;;;1790-1810;FIMM_BRAEDRA_SAGA
aðgangur;94874;kk;aðgáng;aðgang;ÞFET;0;URE;;;;1745-1745;KLIM
aðgangur;94874;kk;aðgangnum;aðganginum;ÞGFETgr;4;VILLA;;;04I-ÞGF;;RIS19
aðgerðaáætlun;490008;kvk;adgerdaaaetlun;aðgerðaáætlun;;5;VILLA;;STAFAGERD;;;MIDEIND
